Atmospheric Pressure,indoor_relative_humidity [%],air_temperature [Celsius],pm2.5 [mu_g/m3],indoor_co2 [ppm],occupant_count [number],voc [ppb]
52.36,85.74,25.49,3.43,450.23,21,23.36666679
52.25,85.74,25.49,3.57,451.27,17,20.0
52.07,85.79,25.48,3.27,451.37,15,20.0
52.24,85.81,25.48,3.37,452.37,28,20.0
52.48,85.81,25.48,3.23,450.03,26,20.0
51.84,86.02,25.42,3.3,450.23,27,20.0
52.37,86.08,25.42,3.37,453.53,25,20.0
52.26,85.94,25.46,3.4,449.77,26,20.0
51.94,86.06,25.43,3.3,452.27,24,20.0
52.16,86.04,25.43,3.43,452.11,28,20.7857151
52.95,85.96,25.45,3.1,446.77,23,25.96666718
52.2,85.8,25.51,3.23,447.97,28,20.33333397
52.14,85.71,25.53,3.24,446.86,30,20.0
52.36,85.67,25.55,3.03,449.63,23,20.0
52.94,85.55,25.58,3.24,453.42,20,20.0
52.95,85.55,25.58,3.17,451.8,31,20.0
52.82,85.5,25.59,3.23,452.1,32,20.0
52.6,85.84,25.51,3.3,449.2,22,20.0
52.63,85.95,25.52,3.27,449.1,25,20.0
52.97,85.86,25.53,3.27,449.17,15,20.0
53.98,85.98,25.5,3.04,450.29,29,23.0714283
52.97,85.83,25.54,3.1,443.73,22,20.0
52.88,85.93,25.5,3.17,445.57,30,20.0
52.61,86.27,25.42,3.31,443.34,27,20.0
53.16,86.36,25.41,3.13,446.87,29,20.0
52.93,86.16,25.46,2.93,446.53,30,20.0
53.19,86.01,25.5,3.07,448.43,18,20.0
52.74,86.12,25.46,3.3,445.27,26,20.0
53.17,86.39,25.39,3.39,449.13,20,20.0
53.28,86.19,25.44,3.2,447.37,27,20.0
54.51,86.27,25.42,3.36,446.43,30,22.1071434
54.08,86.3,25.41,3.4,444.53,15,20.79999924
53.68,86.24,25.43,3.37,443.8,30,20.0
53.56,86.32,25.42,3.24,445.69,15,20.0
55.2,80.15,25.96,7.33,437.3,25,20.0
56.69,75.21,24.64,7.27,438.17,15,20.0
56.81,72.57,23.76,7.43,433.5,23,20.0
54.38,70.69,23.96,8.37,429.77,30,20.0
54.49,71.22,24.04,8.8,428.07,29,20.0
54.5,71.71,24.05,9.0,428.37,23,20.0
55.33,71.37,24.01,9.07,428.0,23,20.0
56.94,70.88,24.0,9.11,426.67,21,24.88888931
57.1,70.9,23.96,9.5,426.23,15,29.96666718
54.93,71.15,23.95,9.0,424.6,18,24.03333282
55.12,71.85,24.0,9.33,425.37,22,20.76666641
55.51,74.17,23.8,8.73,423.6,15,20.33333397
55.59,73.47,23.43,8.77,426.9,21,20.0
55.46,71.07,23.58,8.43,422.83,26,20.0
56.01,70.74,23.55,8.93,422.63,21,20.0
55.52,71.36,23.45,9.17,422.63,28,20.0
56.21,71.61,23.46,9.4,419.0,30,20.0
55.36,71.73,23.48,9.39,419.21,25,20.5357151
56.75,71.72,23.48,9.14,421.07,22,29.20689583
56.41,71.77,23.47,9.0,418.77,18,23.89999962
54.76,71.66,23.5,9.37,419.1,25,20.33333397
54.68,71.51,23.53,9.17,419.27,17,20.0
55.21,71.28,23.57,9.3,418.6,17,20.0
55.11,71.35,23.56,9.1,415.33,19,20.0
55.32,71.18,23.57,9.03,413.0,17,20.03333282
54.84,70.88,23.53,8.9,412.43,28,20.0
54.71,70.81,23.49,8.3,412.07,26,20.0
54.59,71.21,23.44,9.04,415.14,22,20.0
57.17,71.23,23.45,8.97,412.66,15,33.37931061
54.31,71.42,23.46,8.73,412.3,27,30.76666641
55.31,71.51,23.52,8.83,411.4,16,23.26666641
55.2,71.68,23.58,8.9,409.87,16,20.10000038
56.41,69.24,24.54,8.63,412.23,28,20.0
58.7,70.08,24.35,10.27,416.6,15,20.0
59.27,71.96,23.88,9.83,424.83,24,20.0
56.16,72.14,23.74,9.23,429.87,19,20.0
57.12,71.8,23.76,9.3,435.77,25,20.0
55.89,70.91,23.77,9.17,437.3,17,20.0
58.22,73.62,23.8,9.25,438.29,26,31.8928566
53.83,78.14,24.3,9.55,440.34,26,43.20689774
54.38,79.73,24.5,9.93,440.67,23,38.93333435
55.23,74.19,24.58,8.83,441.13,30,23.96666718
53.79,70.54,24.43,8.27,437.93,16,20.0
53.2,69.04,24.45,8.1,431.87,15,20.0
52.96,68.7,24.45,8.37,430.3,24,20.0
52.93,68.64,24.45,8.33,429.7,30,20.0
53.19,68.3,24.45,8.03,427.13,22,20.0
53.12,67.8,24.46,7.7,423.93,29,20.0
54.68,67.63,24.37,7.43,422.25,15,20.75
54.83,68.55,23.95,8.0,421.41,22,26.48275948
54.05,67.44,24.15,8.1,420.47,30,21.20000076
53.34,66.6,24.42,8.9,423.93,17,20.0
54.04,67.77,24.39,10.6,423.1,15,20.0
54.25,67.76,24.35,12.27,420.53,16,20.0
52.85,67.28,24.21,11.9,416.37,16,20.0
54.0,67.66,23.92,12.57,417.7,21,20.0
54.36,69.2,22.98,12.27,419.07,23,20.0
53.72,68.77,22.51,12.03,416.71,17,20.0
53.85,67.51,22.32,13.79,411.43,18,20.0
54.95,67.96,22.25,16.03,410.76,25,29.44827652
54.95,68.32,22.3,16.83,409.87,26,30.36666679
58.71,74.38,23.04,17.17,411.1,15,42.83333206
63.59,80.14,24.65,15.4,420.73,20,35.03333282
62.43,82.91,25.47,13.9,423.67,29,24.23333359
62.34,83.97,25.71,13.2,423.43,20,25.16666603
63.87,84.21,26.08,13.93,421.1,28,23.93333244
63.21,81.93,26.3,10.3,423.23,19,20.26666641
61.49,79.62,26.57,9.13,426.03,17,20.0
61.84,78.67,26.57,8.23,425.9,27,20.0
67.01,78.25,26.77,8.32,427.64,25,22.25
64.54,76.49,27.18,8.17,426.55,23,23.75862122
64.12,75.09,27.48,7.6,429.37,18,20.36666679
64.3,74.2,27.72,7.9,425.23,17,20.0
58.9,74.68,27.81,8.03,426.97,26,20.0
58.3,74.95,27.87,9.43,426.07,19,20.0
58.33,74.57,27.8,11.37,431.17,17,20.0
57.59,74.71,27.79,21.23,434.0,27,20.0
57.74,74.54,27.78,28.43,440.0,26,20.0
57.77,74.14,27.85,35.97,445.53,17,20.0
58.89,73.91,27.91,41.57,450.18,17,22.1785717
58.98,73.63,27.96,46.93,452.76,15,27.10344887
57.98,73.22,28.02,52.83,455.03,17,21.75862122
58.2,73.06,28.09,58.73,456.67,19,20.03333282
58.02,72.28,28.23,55.63,455.83,25,20.0
57.88,72.19,28.18,57.23,456.7,22,20.0
55.18,73.51,27.75,60.43,462.83,22,20.0
56.73,74.2,27.58,59.73,471.77,26,20.0
53.89,74.66,27.38,56.38,472.14,16,20.0
54.45,74.93,27.17,51.55,470.38,16,22.44827652
54.84,75.17,27.03,47.57,466.93,27,27.26666641
54.74,75.38,26.92,43.77,464.3,23,21.20000076
55.06,75.33,26.82,40.79,462.38,26,20.0
55.06,75.36,26.75,38.5,461.4,23,20.0
54.28,74.93,26.8,35.23,458.9,21,20.0
53.9,74.51,26.81,33.17,452.97,26,20.0
53.46,74.23,26.82,31.5,447.2,25,20.0
52.71,73.87,26.86,29.6,443.4,23,20.0
52.99,73.79,26.82,28.0,441.9,30,20.0
52.84,73.42,26.81,26.04,439.18,20,20.0
54.16,73.07,26.81,24.9,438.34,19,27.27586174
53.68,72.86,26.8,22.73,435.93,21,22.93333244
53.38,72.72,26.79,22.17,435.13,16,20.03333282
53.11,72.51,26.77,20.31,436.59,30,20.0
53.1,72.31,26.75,19.71,437.71,25,20.0
52.69,72.29,26.73,19.0,439.53,21,20.0
52.69,72.29,26.73,19.0,439.53,18,20.0
54.15,72.0,26.72,17.0,441.0,24,20.0
53.22,71.94,26.69,16.71,441.12,16,20.0
52.47,71.95,26.66,15.33,440.0,15,20.33333397
54.8,71.89,26.66,15.17,443.46,28,29.08333397
54.8,71.89,26.66,15.17,443.46,30,29.08333397
51.8,71.72,26.62,13.5,447.0,17,20.0
54.52,71.81,26.61,13.79,445.62,27,20.10344887
56.62,71.68,26.63,13.24,447.06,27,20.05882263
56.62,71.68,26.63,13.24,447.06,21,20.05882263
56.62,71.68,26.63,13.24,447.06,15,20.05882263
56.62,71.68,26.63,13.24,447.06,20,20.05882263
55.04,71.22,26.63,5.73,467.2,19,
55.04,71.22,26.63,5.73,467.2,21,
56.95,71.47,26.6,8.91,438.55,17,22.0
56.95,71.47,26.6,8.91,438.55,18,22.0
56.95,71.47,26.6,8.91,438.55,29,22.0
56.95,71.47,26.6,8.91,438.55,21,22.0
55.04,71.55,26.54,8.76,436.52,29,22.27586174
55.0,71.47,26.51,8.5,437.5,18,20.16666603
55.0,71.47,26.51,8.5,437.5,27,20.16666603
55.0,71.47,26.51,8.5,437.5,25,20.16666603
53.08,71.51,26.45,7.5,432.67,16,20.0
53.34,71.46,26.44,7.03,434.13,19,20.0
53.14,71.46,26.45,6.9,433.13,22,20.0
52.88,71.56,26.46,6.33,433.97,22,20.0
52.82,71.6,26.4,6.47,433.97,17,20.0
53.42,71.57,26.38,6.07,431.93,24,20.0
53.14,71.52,26.44,6.07,432.43,19,26.0714283
53.22,71.75,26.41,6.4,433.2,26,24.20000076
53.22,71.75,26.41,6.4,433.2,17,24.20000076
52.64,71.5,26.39,5.38,430.69,30,20.0
52.69,71.66,26.4,5.33,427.33,30,20.0
52.67,71.59,26.37,5.17,430.83,28,20.0
53.07,71.4,26.34,5.07,428.0,25,20.0
52.6,71.37,26.36,4.9,426.47,30,20.0
52.96,71.53,26.41,4.93,427.23,24,20.0
52.47,71.54,26.4,4.83,424.5,24,20.0
52.92,71.43,26.34,4.5,427.38,24,20.125
52.26,71.31,26.36,4.69,426.62,24,27.9375
52.26,71.31,26.36,4.69,426.62,19,27.9375
52.26,71.31,26.36,4.69,426.62,19,27.9375
52.26,71.31,26.36,4.69,426.62,29,27.9375
55.04,71.22,26.36,5.73,467.2,30,
55.04,71.22,26.36,5.73,467.2,29,
51.78,71.89,26.4,4.48,425.2,21,26.23999977
51.78,71.89,26.4,4.48,425.2,21,26.23999977
51.78,71.89,26.4,4.48,425.2,30,26.23999977
51.78,71.89,26.4,4.48,425.2,21,26.23999977
52.07,71.86,26.42,4.33,427.5,17,24.10000038
52.2,71.97,26.4,4.07,427.6,17,20.23333359
52.42,72.0,26.39,4.2,427.2,25,20.0
52.35,71.99,26.42,4.57,424.07,29,20.0
52.25,72.01,26.42,4.33,423.93,20,20.0
51.87,72.06,26.42,4.3,424.77,31,20.0
52.36,72.09,26.42,4.2,424.13,19,20.0
52.17,72.1,26.43,4.2,424.33,19,20.0
52.07,72.23,26.41,4.27,424.33,31,20.0
51.95,72.09,26.46,3.87,425.47,29,20.06666756
51.95,72.09,26.46,3.87,425.47,19,20.06666756
51.95,72.09,26.46,3.87,425.47,21,20.06666756
51.95,72.09,26.46,3.87,425.47,26,20.06666756
55.04,71.22,26.46,5.73,467.2,21,
55.04,71.22,26.46,5.73,467.2,31,
55.04,71.22,26.46,5.73,467.2,23,
51.67,72.9,26.4,4.07,423.4,24,24.46666718
51.67,72.9,26.4,4.07,423.4,26,24.46666718
51.67,72.9,26.4,4.07,423.4,29,24.46666718
51.67,72.9,26.4,4.07,423.4,16,24.46666718
51.67,72.9,26.4,4.07,423.4,20,24.46666718
51.67,72.9,26.4,4.07,423.4,22,24.46666718
51.67,72.9,26.4,4.07,423.4,17,24.46666718
55.04,71.22,26.4,5.73,467.2,23,
55.04,71.22,26.4,5.73,467.2,19,
55.04,71.22,26.4,5.73,467.2,16,
51.73,73.32,26.42,3.91,425.26,25,20.21739197
51.73,73.32,26.42,3.91,425.26,16,20.21739197
51.73,73.32,26.42,3.91,425.26,31,20.21739197
51.73,73.32,26.42,3.91,425.26,20,20.21739197
51.99,73.38,26.41,4.1,423.17,17,20.06896591
51.97,73.41,26.41,3.87,426.83,23,20.0
51.67,73.42,26.41,4.0,423.53,16,20.0
51.61,73.29,26.47,3.9,425.03,18,20.0
51.67,73.42,26.44,3.93,422.33,18,20.0
51.69,73.5,26.44,3.9,422.2,20,20.0
51.67,73.68,26.42,4.0,424.17,17,20.0
51.52,73.79,26.44,3.83,421.7,26,20.0
51.45,73.75,26.45,4.0,423.1,24,20.0
51.17,73.76,26.45,3.88,423.92,25,20.30769157
51.17,73.76,26.45,3.88,423.92,24,20.30769157
51.17,73.76,26.45,3.88,423.92,23,20.30769157
51.17,73.76,26.45,3.88,423.92,26,20.30769157
55.04,71.22,26.45,5.73,467.2,19,
55.04,71.22,26.45,5.73,467.2,19,
55.04,71.22,26.45,5.73,467.2,22,
50.88,74.48,26.43,3.88,429.35,20,27.1764698
50.88,74.48,26.43,3.88,429.35,18,27.1764698
50.88,74.48,26.43,3.88,429.35,30,27.1764698
50.88,74.48,26.43,3.88,429.35,16,27.1764698
51.03,74.53,26.43,3.9,428.17,27,27.3103447
51.05,74.6,26.42,4.2,429.2,25,20.89999962
51.22,74.68,26.4,4.0,427.27,21,20.0
51.18,74.8,26.38,4.1,426.2,17,20.0
51.09,74.88,26.37,3.93,426.33,20,20.0
51.26,74.83,26.4,3.87,426.93,20,20.0
51.14,74.96,26.39,3.97,425.6,18,20.0
51.2,75.18,26.36,4.03,425.7,30,20.0
51.04,75.2,26.38,4.23,422.17,20,20.0
51.12,75.04,26.42,4.11,421.93,30,20.3928566
50.95,75.08,26.45,4.17,423.93,18,23.06666756
51.03,75.04,26.44,4.07,422.03,16,20.17241287
51.11,75.06,26.41,4.17,424.9,22,20.0
50.96,75.12,26.41,4.27,427.93,16,20.0
51.02,75.06,26.41,4.0,424.84,28,20.0
51.13,75.21,26.41,4.13,424.2,17,20.0
51.11,75.38,26.36,3.9,426.6,17,20.0
51.02,75.29,26.38,4.07,425.43,21,20.0
51.24,75.41,26.36,4.2,425.63,22,20.0
51.54,75.46,26.35,4.17,426.0,22,20.0
51.01,75.32,26.39,3.93,427.17,23,20.55172348
51.03,75.4,26.38,4.17,427.76,28,20.0
51.1,75.57,26.35,4.17,427.87,16,20.0
51.15,75.57,26.36,4.2,422.77,17,20.0
51.04,75.49,26.37,4.1,425.63,24,20.0
50.95,75.4,26.39,4.13,425.87,30,20.0
51.01,75.23,26.45,4.13,425.87,24,20.0
51.05,75.22,26.45,3.83,424.4,27,20.0
51.11,75.39,26.4,4.17,422.0,29,20.0
50.96,75.52,26.39,4.17,421.73,25,20.0
50.85,75.48,26.4,4.0,424.75,18,22.8214283
51.31,75.37,26.44,4.0,426.22,26,24.33333397
51.31,75.37,26.44,4.0,426.22,21,24.33333397
51.31,75.37,26.44,4.0,426.22,29,24.33333397
51.31,75.37,26.44,4.0,426.22,15,24.33333397
55.04,71.22,26.44,5.73,467.2,22,
55.04,71.22,26.44,5.73,467.2,30,
50.78,75.9,26.36,4.13,426.04,15,20.17391396
50.78,75.9,26.36,4.13,426.04,15,20.17391396
50.78,75.9,26.36,4.13,426.04,15,20.17391396
50.78,75.9,26.36,4.13,426.04,26,20.17391396
51.21,75.91,26.37,4.17,423.97,19,20.0
51.13,75.94,26.37,4.0,424.77,24,20.0
51.15,76.02,26.34,4.23,426.77,18,20.0
51.27,75.84,26.4,4.07,427.23,25,20.0
51.14,75.84,26.41,4.03,428.6,29,20.0
51.44,75.93,26.41,4.07,431.8,29,20.0
51.04,76.05,26.38,4.23,430.83,26,20.0
51.22,76.23,26.35,3.93,429.9,17,20.0
51.24,76.23,26.36,4.07,429.53,26,20.0
51.18,76.13,26.38,3.93,431.82,24,20.2142849
51.22,76.32,26.34,4.07,431.5,17,20.39999962
51.41,76.44,26.31,4.38,434.21,16,20.0
51.46,76.31,26.36,4.07,433.23,22,20.0
51.48,76.32,26.37,4.17,431.53,24,20.0
51.43,76.24,26.38,4.03,431.17,29,20.0
51.24,76.36,26.36,4.07,432.3,17,20.0
51.48,76.43,26.36,4.17,433.03,27,20.0
51.55,76.63,26.3,4.07,432.17,15,20.0
51.35,76.46,26.35,4.03,431.07,29,20.0
51.59,76.44,26.36,4.29,434.04,29,20.1428566
52.33,76.67,26.31,4.2,434.37,23,22.26666641
52.04,76.68,26.33,4.14,431.21,25,20.0
51.94,76.68,26.34,4.2,432.0,30,20.0
51.99,76.72,26.34,4.2,430.53,23,20.0
51.91,76.95,26.3,4.17,432.6,28,20.0
52.03,77.05,26.31,4.3,433.23,18,20.0
51.9,77.26,26.27,4.2,433.6,16,20.0
51.91,77.16,26.3,4.27,433.0,23,20.0
52.41,77.15,26.31,4.1,433.7,18,20.0
52.62,77.16,26.32,4.2,433.97,25,20.0
52.36,77.25,26.31,4.18,431.61,15,30.6428566
52.69,77.33,26.32,4.23,433.37,30,25.63333321
52.65,77.49,26.34,4.1,434.93,17,20.34482765
52.54,77.63,26.33,4.1,437.07,23,20.0
53.06,77.68,26.32,4.2,434.33,26,20.0
53.14,77.54,26.34,4.13,432.87,16,20.0
53.62,77.57,26.34,4.03,434.4,24,20.0
54.16,77.66,26.33,4.13,435.37,19,20.0
54.2,77.61,26.37,3.97,436.9,25,20.0
53.76,77.67,26.35,3.97,435.6,22,20.0
54.01,77.56,26.38,3.89,433.54,19,21.1428566
53.19,78.4,26.28,4.33,434.07,22,63.13333511
53.78,73.09,25.33,4.52,435.21,20,20.0
55.04,69.78,24.29,4.4,437.83,21,20.10000038
55.6,67.86,23.68,4.77,439.73,27,20.03333282
54.25,68.64,23.5,4.73,441.3,28,20.0
52.97,70.03,23.59,5.03,442.87,18,20.0
53.27,71.25,23.63,5.2,443.27,16,20.0
54.09,71.08,23.6,5.37,445.87,26,20.03333282
54.35,71.19,23.49,5.47,449.77,17,20.0
54.5,71.68,23.49,5.46,447.29,22,22.8571434
54.52,72.09,23.49,4.93,439.47,30,41.96666718
53.33,72.69,23.5,5.21,438.17,20,45.65517426
54.31,73.06,23.51,5.0,440.03,30,46.79999924
53.74,73.37,23.52,5.07,437.73,23,44.70000076
53.64,73.33,23.54,4.93,436.13,30,41.79999924
53.73,73.17,23.57,4.67,434.13,17,35.73333359
54.67,73.37,23.55,4.47,430.2,19,28.43333244
54.4,76.54,23.69,4.37,425.47,24,22.36666679
54.5,84.3,24.27,4.37,428.6,20,24.60000038
53.96,83.81,24.88,4.69,431.07,18,20.27586174
54.57,79.31,25.35,4.28,431.69,23,26.79310417
53.78,79.38,25.53,4.3,432.6,29,26.56666756
53.77,82.02,24.95,4.24,431.14,20,20.17241287
54.39,78.33,24.24,3.93,429.57,26,20.0
54.33,75.93,23.91,3.83,423.03,19,20.0
54.32,74.2,23.78,4.03,418.27,16,20.0
54.03,73.3,23.68,4.0,421.13,27,20.0
54.86,73.36,23.69,3.93,418.7,21,20.0
55.01,73.7,23.68,3.9,419.67,18,20.0
54.66,73.87,23.64,3.93,419.73,27,20.0
55.27,76.94,23.73,4.39,419.71,15,28.3214283
55.22,80.09,23.96,4.57,421.03,27,36.79999924
54.72,76.02,23.74,4.31,422.03,25,21.89655113
54.34,74.81,23.65,4.6,419.83,17,20.10000038
54.88,74.38,23.59,4.6,417.8,17,20.0
54.7,76.13,23.64,4.6,417.67,25,20.06666756
55.89,80.98,23.95,4.5,422.53,24,21.5
53.86,76.65,23.68,4.37,422.43,24,20.0
54.33,75.55,23.59,4.6,418.1,17,20.0
54.2,74.96,23.57,4.23,417.87,29,20.0
54.5,75.3,23.58,4.32,416.75,24,20.8214283
54.07,81.1,23.98,4.53,421.53,24,38.5
54.95,77.27,23.79,4.3,418.13,26,22.83333397
54.79,75.53,23.6,4.07,416.62,25,20.10344887
54.8,74.8,23.56,4.2,416.67,26,20.0
54.78,79.58,23.72,4.5,415.73,15,20.0
54.7,79.61,23.83,4.72,415.32,27,20.0
54.48,76.41,23.56,4.83,414.33,25,20.0
55.0,75.75,23.51,4.77,414.47,22,20.0
54.69,75.5,23.49,4.97,414.83,29,20.0
53.73,78.73,23.6,4.68,413.39,23,20.0
54.91,80.0,23.77,4.37,413.73,27,24.29999924
54.14,76.41,23.54,4.37,416.03,22,22.5
54.43,75.27,23.5,4.41,412.66,27,20.24137878
56.28,78.24,23.69,4.3,412.47,22,20.20000076
65.21,78.34,24.39,5.9,423.73,24,20.0
65.75,82.02,24.79,5.67,437.93,24,20.0
66.06,84.53,25.11,5.87,442.7,17,20.0
66.65,85.41,25.45,6.33,451.27,27,20.0
65.33,84.82,26.0,6.13,454.77,19,20.0
65.83,84.39,26.26,5.87,456.37,26,20.0
65.45,84.26,26.47,6.61,452.54,16,24.4642849
61.71,84.61,26.51,6.53,458.6,21,23.53333282
62.53,85.67,26.6,6.48,462.28,21,25.03448296
61.67,85.78,26.68,7.07,469.63,17,22.29999924
62.98,84.62,26.79,6.83,482.27,26,21.26666641
60.7,83.75,26.81,6.9,497.33,17,20.43333244
58.56,82.08,27.04,7.07,514.8,28,20.03333282
58.92,80.78,27.19,7.17,528.67,27,20.0
58.97,79.56,27.53,7.5,546.47,19,20.0
58.22,78.57,27.8,6.83,571.13,27,20.0
59.07,77.75,27.95,6.93,591.21,28,23.0
59.2,77.71,27.97,7.07,602.3,28,26.66666603
61.89,77.25,28.19,7.67,621.8,34,22.29999924
59.44,77.73,28.13,8.39,642.29,26,20.0357151
59.57,77.37,28.29,8.1,657.5,31,20.0
62.31,76.91,28.45,7.66,668.55,26,20.0
61.48,76.63,28.58,6.72,680.14,28,20.0
59.11,76.36,28.69,7.1,689.77,25,20.0
60.33,76.16,28.77,7.0,699.5,33,20.0
61.21,75.94,28.85,7.3,715.4,27,20.0
58.76,76.23,28.82,6.5,725.96,30,20.0
63.94,76.42,28.83,7.21,730.38,33,20.34482765
64.8,76.54,28.88,7.4,746.3,25,20.03333282
66.7,76.67,28.91,7.71,765.79,31,20.0357151
64.52,76.71,28.98,7.23,795.67,30,20.03333282
62.34,77.14,28.94,7.54,829.0,30,20.0
61.58,77.76,28.75,8.0,841.93,36,20.0
61.56,78.11,28.73,12.7,858.13,38,20.0
62.8,78.94,28.67,21.3,885.53,45,20.0
62.57,79.33,28.71,32.87,917.7,38,20.0
62.98,79.62,28.75,42.53,937.67,38,20.0
63.34,80.2,28.75,55.07,959.04,40,23.2857151
58.68,80.43,28.81,65.37,990.6,42,21.63333321
60.7,80.89,28.72,56.62,969.21,36,20.10344887
56.95,82.82,28.12,42.87,845.83,40,21.0
54.46,83.64,27.81,33.67,756.4,35,20.0
53.97,84.21,27.59,25.1,667.03,25,20.0
53.71,84.27,27.5,19.97,599.43,28,20.0
53.6,84.4,27.4,15.33,552.3,19,20.0
52.9,84.27,27.41,13.3,521.9,24,20.0
53.16,84.76,27.22,10.43,496.03,15,20.0
55.15,85.44,26.98,8.68,474.14,28,26.5
55.3,85.2,27.01,8.17,463.87,25,34.5
55.32,84.56,27.15,8.0,462.47,22,33.63333511
55.96,84.36,27.19,7.86,460.9,27,28.24137878
56.35,84.41,27.16,7.9,458.97,28,23.36666679
54.37,84.44,27.14,7.83,457.4,27,20.89999962
54.78,84.23,27.17,7.67,456.67,24,20.10000038
54.2,83.82,27.25,7.8,459.87,18,20.0
55.82,83.51,27.3,7.6,463.83,30,20.0
54.97,83.41,27.3,7.27,464.07,26,20.0
54.79,83.25,27.31,7.25,462.79,17,20.0357151
58.17,83.28,27.28,7.33,466.56,25,21.55555534
56.66,83.18,27.29,7.13,466.87,26,20.06666756
55.03,83.26,27.26,7.14,464.93,21,20.0
54.24,83.24,27.24,7.4,465.87,21,20.0
53.79,83.12,27.25,7.38,466.1,26,20.0
54.23,83.23,27.21,7.0,466.28,15,20.0
54.32,83.24,27.2,7.21,464.39,19,20.0
54.7,83.2,27.2,7.13,468.03,30,20.0
54.62,83.35,27.15,6.9,468.27,24,20.0
54.56,83.52,27.1,7.1,469.79,17,20.0
56.28,83.47,27.1,7.41,471.07,25,21.65517235
55.99,83.38,27.11,6.9,471.86,20,20.13793182
54.91,83.29,27.11,7.06,471.35,26,20.0
55.19,83.27,27.1,7.24,469.55,21,20.0
54.82,83.33,27.07,7.08,467.24,18,20.0
54.42,83.37,27.05,6.87,466.03,17,20.0
54.86,83.3,27.05,6.7,465.73,18,20.0
54.2,83.31,27.04,6.83,467.87,17,20.0
54.21,83.45,27.01,6.77,468.63,21,20.0
53.7,83.46,27.0,6.43,468.8,23,20.0
55.17,83.44,26.98,6.61,448.54,22,22.75
54.25,83.49,26.96,6.48,460.03,25,21.27586174
53.85,83.54,26.93,6.61,467.18,19,20.0
53.81,83.43,26.95,6.52,471.93,28,20.0
53.59,83.5,26.91,6.47,470.27,22,20.0
53.81,83.6,26.88,6.3,471.83,20,20.0
53.58,83.64,26.85,6.37,469.1,16,20.0
53.87,83.89,26.78,6.41,468.9,16,20.0
54.03,83.78,26.8,6.43,469.27,20,20.0
53.6,83.78,26.79,6.29,467.86,25,20.0
53.47,83.84,26.76,6.22,471.19,18,20.0370369
54.51,83.79,26.76,6.2,471.5,25,20.16666603
53.31,83.93,26.73,6.4,471.63,18,20.0
53.06,83.93,26.72,6.52,472.86,15,20.0
53.22,84.04,26.68,6.39,473.75,24,20.0
52.95,84.04,26.68,6.21,470.89,24,20.0
53.08,84.03,26.67,6.04,469.43,22,20.0
53.01,84.11,26.64,5.96,467.68,22,20.0
52.87,83.98,26.66,6.32,469.25,25,20.0
52.91,84.05,26.63,6.2,466.5,23,20.0
52.94,83.85,26.67,6.07,465.36,28,20.0
53.29,83.96,26.63,6.17,468.53,29,20.46666718
53.02,83.87,26.64,6.23,468.43,30,20.0
52.36,83.82,26.65,6.0,468.33,31,20.0
52.43,83.86,26.63,6.21,466.52,22,20.0
52.39,83.73,26.66,6.1,470.63,27,20.0
52.53,83.75,26.65,5.83,470.1,22,20.0
52.53,83.76,26.64,6.2,469.77,28,20.0
52.01,83.67,26.64,6.1,472.4,32,20.0
52.57,83.66,26.64,5.77,471.3,27,20.0
52.13,83.82,26.59,5.73,471.37,33,20.0
52.21,83.75,26.6,5.89,471.14,24,23.5357151
52.54,83.8,26.6,6.1,470.23,21,20.89999962
52.16,83.75,26.6,5.87,470.77,30,20.0
51.87,83.71,26.6,5.93,471.41,29,20.0
51.9,83.7,26.6,5.97,470.73,27,20.0
52.15,83.74,26.59,5.7,468.03,23,20.0
52.28,83.73,26.58,5.73,468.0,32,20.0
51.91,83.87,26.54,5.9,473.07,26,20.0
52.54,83.77,26.57,5.73,472.53,18,20.0
52.25,83.73,26.58,5.53,472.47,29,20.0
52.68,83.86,26.54,5.61,473.64,17,20.0
52.62,83.84,26.54,5.57,474.43,30,20.0
52.32,83.8,26.55,5.63,469.1,31,20.0
52.5,83.84,26.53,5.63,472.73,25,20.0
52.17,83.86,26.52,5.48,471.0,24,20.0
52.26,83.76,26.54,5.47,469.6,29,20.0
52.28,83.82,26.53,5.4,469.47,18,20.0
52.03,83.79,26.53,5.43,467.7,31,20.0
52.34,83.78,26.54,5.47,470.07,28,20.0
51.91,83.88,26.51,5.23,467.23,22,20.0
51.63,83.83,26.5,5.39,470.43,30,20.1785717
52.34,83.81,26.5,5.64,470.93,23,23.5357151
52.18,83.8,26.5,5.28,468.83,31,20.03448296
51.83,83.76,26.5,5.4,468.83,24,20.0
51.74,83.78,26.5,5.44,464.04,29,20.0
51.83,83.81,26.49,5.4,466.07,19,20.0
51.83,83.82,26.48,5.18,467.11,25,20.0
51.91,83.9,26.46,5.13,466.67,19,20.0
51.8,83.79,26.47,5.27,464.83,24,20.0
51.69,83.72,26.49,5.03,464.17,15,20.0
51.71,83.7,26.48,5.17,464.87,24,20.0
51.69,83.72,26.47,5.21,467.04,29,20.0714283
51.69,83.68,26.48,5.2,469.37,24,20.0
51.64,83.7,26.47,5.13,469.57,28,20.0
51.67,83.68,26.46,5.17,470.0,21,20.0
51.63,83.74,26.44,4.83,467.7,28,20.0
51.55,83.7,26.45,5.13,469.4,27,20.0
51.84,83.73,26.44,5.07,465.13,23,20.0
51.65,83.65,26.46,5.03,465.87,29,20.0
