Atmospheric Pressure,optimal_relative_humidity [%],air_temperature [Celsius],indoor_co2 [ppm],dry_bulb_temp [Celsius],outdoor_co2 [ppm],occupant_count [number]
54.16,73.07,26.81,438.34,27.2,479.48,35
53.68,72.86,26.8,435.93,27.5,481.28,41
53.38,72.72,26.79,435.13,27.7,480.87,36
53.11,72.51,26.77,436.59,27.6,480.5,44
53.1,72.31,26.75,437.71,27.8,481.19,38
52.69,72.29,26.73,439.53,27.9,482.09,40
52.69,72.29,26.73,439.53,28.1,480.7,42
54.15,72.0,26.72,441.0,28.2,482.68,44
53.22,71.94,26.69,441.12,28.2,483.48,40
52.47,71.95,26.66,440.0,28.7,484.88,41
54.8,71.89,26.66,443.46,28.7,483.92,39
54.8,71.89,26.66,443.46,29.0,484.9,42
51.8,71.72,26.62,447.0,28.9,482.5,43
54.52,71.81,26.61,445.62,28.9,484.31,43
56.62,71.68,26.63,447.06,29.1,484.9,42
56.62,71.68,26.63,447.06,29.15,486.48,45
56.62,71.68,26.63,447.06,29.4,484.71,40
56.62,71.68,26.63,447.06,29.4,486.69,39
55.04,71.22,26.63,467.2,29.7,485.68,37
55.04,71.22,26.63,467.2,30.1,489.11,36
56.95,71.47,26.6,438.55,30.2,491.5,36
56.95,71.47,26.6,438.55,30.4,493.64,39
56.95,71.47,26.6,438.55,29.8,487.94,42
56.95,71.47,26.6,438.55,29.6,488.86,42
55.04,71.55,26.54,436.52,29.5,483.13,41
55.0,71.47,26.51,437.5,29.5,484.29,45
55.0,71.47,26.51,437.5,29.7,486.08,43
55.0,71.47,26.51,437.5,29.9,485.68,36
53.08,71.51,26.45,432.67,30.8,489.48,38
53.34,71.46,26.44,434.13,30.9,492.47,45
53.14,71.46,26.45,433.13,31.0,491.26,45
52.88,71.56,26.46,433.97,30.9,491.83,43
52.82,71.6,26.4,433.97,30.78,489.88,39
53.42,71.57,26.38,431.93,30.8,490.28,45
53.14,71.52,26.44,432.43,30.8,488.31,40
53.22,71.75,26.41,433.2,30.6,484.35,42
53.22,71.75,26.41,433.2,31.2,490.49,40
52.64,71.5,26.39,430.69,31.0,493.9,44
52.69,71.66,26.4,427.33,31.4,494.05,41
52.67,71.59,26.37,430.83,31.7,495.84,40
53.07,71.4,26.34,428.0,32.2,494.33,41
52.6,71.37,26.36,426.47,32.1,496.38,37
52.96,71.53,26.41,427.23,32.2,496.89,45
52.47,71.54,26.4,424.5,32.4,501.02,40
52.92,71.43,26.34,427.38,33.2,500.46,45
52.26,71.31,26.36,426.62,33.4,497.2,43
52.26,71.31,26.36,426.62,33.4,499.71,37
52.26,71.31,26.36,426.62,32.8,500.89,36
52.26,71.31,26.36,426.62,32.9,500.27,45
55.04,71.22,26.36,467.2,33.6,499.08,38
55.04,71.22,26.36,467.2,33.1,499.85,45
51.78,71.89,26.4,425.2,32.8,498.73,37
51.78,71.89,26.4,425.2,32.65,496.9,39
51.78,71.89,26.4,425.2,32.1,495.55,36
51.78,71.89,26.4,425.2,32.1,492.89,39
52.07,71.86,26.42,427.5,31.94,492.92,41
52.2,71.97,26.4,427.6,31.5,491.09,40
52.42,72.0,26.39,427.2,31.55,490.86,44
52.35,71.99,26.42,424.07,32.0,493.28,40
52.25,72.01,26.42,423.93,32.0,496.48,46
51.87,72.06,26.42,424.77,32.4,498.62,36
52.36,72.09,26.42,424.13,33.2,497.92,45
52.17,72.1,26.43,424.33,33.39,500.25,37
52.07,72.23,26.41,424.33,33.8,505.04,43
51.95,72.09,26.46,425.47,33.5,506.48,44
51.95,72.09,26.46,425.47,32.8,501.49,40
51.95,72.09,26.46,425.47,33.1,500.51,38
51.95,72.09,26.46,425.47,33.1,502.26,39
55.04,71.22,26.46,467.2,33.7,503.23,40
55.04,71.22,26.46,467.2,33.8,508.25,37
55.04,71.22,26.46,467.2,33.9,504.14,42
51.67,72.9,26.4,423.4,33.3,502.08,46
51.67,72.9,26.4,423.4,32.8,499.1,45
51.67,72.9,26.4,423.4,29.9,483.76,43
51.67,72.9,26.4,423.4,29.3,477.69,44
51.67,72.9,26.4,423.4,28.8,471.5,39
51.67,72.9,26.4,423.4,28.5,467.91,44
51.67,72.9,26.4,423.4,28.7,467.29,36
55.04,71.22,26.4,467.2,28.6,468.49,45
55.04,71.22,26.4,467.2,29.1,469.9,45
55.04,71.22,26.4,467.2,29.4,476.66,41
51.73,73.32,26.42,425.26,29.9,479.67,39
51.73,73.32,26.42,425.26,30.2,479.69,43
51.73,73.32,26.42,425.26,30.4,480.48,36
51.73,73.32,26.42,425.26,30.4,482.48,39
51.99,73.38,26.41,423.17,30.4,479.14,44
51.97,73.41,26.41,426.83,30.4,481.3,41
51.67,73.42,26.41,423.53,30.4,481.28,42
51.61,73.29,26.47,425.03,30.3,480.1,36
51.67,73.42,26.44,422.33,30.3,479.11,39
51.69,73.5,26.44,422.2,30.3,479.51,42
51.67,73.68,26.42,424.17,30.3,479.9,36
51.52,73.79,26.44,421.7,30.2,478.5,41
51.45,73.75,26.45,423.1,30.0,477.91,43
51.17,73.76,26.45,423.92,29.5,478.28,45
51.17,73.76,26.45,423.92,28.3,476.5,45
51.17,73.76,26.45,423.92,28.0,475.49,44
51.17,73.76,26.45,423.92,27.7,469.09,45
55.04,71.22,26.45,467.2,27.0,465.3,44
55.04,71.22,26.45,467.2,26.8,463.51,43
55.04,71.22,26.45,467.2,26.9,462.1,42
50.88,74.48,26.43,429.35,26.9,463.47,46
50.88,74.48,26.43,429.35,26.9,462.3,50
50.88,74.48,26.43,429.35,26.9,462.38,54
50.88,74.48,26.43,429.35,27.03,464.86,49
51.03,74.53,26.43,428.17,27.1,463.6,46
51.05,74.6,26.42,429.2,27.1,463.68,57
51.22,74.68,26.4,427.27,27.2,463.3,59
51.18,74.8,26.38,426.2,27.2,464.12,54
51.09,74.88,26.37,426.33,27.2,464.89,59
51.26,74.83,26.4,426.93,27.5,451.35,51
51.14,74.96,26.39,425.6,27.6,467.1,55
51.2,75.18,26.36,425.7,27.9,468.88,60
51.04,75.2,26.38,422.17,28.2,469.5,50
51.12,75.04,26.42,421.93,28.4,471.09,55
50.95,75.08,26.45,423.93,28.6,471.9,48
51.03,75.04,26.44,422.03,28.6,473.3,56
51.11,75.06,26.41,424.9,28.7,474.26,53
50.96,75.12,26.41,427.93,28.6,473.3,45
51.02,75.06,26.41,424.84,28.6,465.04,54
51.13,75.21,26.41,424.2,28.6,472.91,55
51.11,75.38,26.36,426.6,28.6,474.06,51
51.02,75.29,26.38,425.43,28.6,472.32,45
51.24,75.41,26.36,425.63,28.6,472.5,59
51.54,75.46,26.35,426.0,28.6,471.52,58
51.01,75.32,26.39,427.17,28.5,473.09,50
51.03,75.4,26.38,427.76,28.5,472.89,60
51.1,75.57,26.35,427.87,28.4,472.5,59
51.15,75.57,26.36,422.77,28.4,471.88,48
51.04,75.49,26.37,425.63,28.4,472.68,49
50.95,75.4,26.39,425.87,28.3,472.46,49
51.01,75.23,26.45,425.87,28.3,471.9,60
51.05,75.22,26.45,424.4,28.3,470.52,55
51.11,75.39,26.4,422.0,28.3,470.89,46
50.96,75.52,26.39,421.73,28.2,469.52,56
50.85,75.48,26.4,424.75,28.1,470.49,48
51.31,75.37,26.44,426.22,28.1,469.12,54
51.31,75.37,26.44,426.22,28.1,468.89,50
51.31,75.37,26.44,426.22,28.1,470.69,57
51.31,75.37,26.44,426.22,28.0,470.11,52
55.04,71.22,26.44,467.2,28.0,470.89,44
55.04,71.22,26.44,467.2,27.9,470.68,38
50.78,75.9,26.36,426.04,28.0,470.09,50
50.78,75.9,26.36,426.04,27.9,469.49,58
50.78,75.9,26.36,426.04,27.9,467.29,54
50.78,75.9,26.36,426.04,27.9,470.69,58
51.21,75.91,26.37,423.97,27.9,470.49,45
51.13,75.94,26.37,424.77,27.9,470.89,55
51.15,76.02,26.34,426.77,27.9,470.09,47
51.27,75.84,26.4,427.23,27.9,470.09,52
51.14,75.84,26.41,428.6,27.8,470.69,56
51.44,75.93,26.41,431.8,27.8,469.49,52
51.04,76.05,26.38,430.83,27.8,469.49,56
51.22,76.23,26.35,429.9,27.6,468.32,52
51.24,76.23,26.36,429.53,27.6,468.09,45
51.18,76.13,26.38,431.82,27.5,468.88,47
51.22,76.32,26.34,431.5,27.5,468.49,57
51.41,76.44,26.31,434.21,27.5,468.69,52
51.46,76.31,26.36,433.23,27.4,468.49,47
51.48,76.32,26.37,431.53,27.3,465.33,52
51.43,76.24,26.38,431.17,27.3,467.59,51
51.24,76.36,26.36,432.3,27.3,468.1,49
51.48,76.43,26.36,433.03,27.3,467.78,60
51.55,76.63,26.3,432.17,27.3,468.0,47
51.35,76.46,26.35,431.07,27.16,467.37,58
51.59,76.44,26.36,434.04,27.1,467.87,46
52.33,76.67,26.31,434.37,27.1,467.54,46
52.04,76.68,26.33,431.21,27.1,467.49,50
51.94,76.68,26.34,432.0,27.1,467.29,46
51.99,76.72,26.34,430.53,27.1,467.29,55
51.91,76.95,26.3,432.6,27.1,466.29,51
52.03,77.05,26.31,433.23,27.0,466.69,51
51.9,77.26,26.27,433.6,27.1,467.69,46
51.91,77.16,26.3,433.0,27.0,466.49,46
52.41,77.15,26.31,433.7,27.1,466.89,52
52.62,77.16,26.32,433.97,27.0,466.69,58
52.36,77.25,26.31,431.61,27.0,467.29,59
52.69,77.33,26.32,433.37,27.0,467.29,50
52.65,77.49,26.34,434.93,27.0,467.49,47
52.54,77.63,26.33,437.07,26.9,466.29,55
53.06,77.68,26.32,434.33,26.9,467.09,54
53.14,77.54,26.34,432.87,26.9,466.09,51
53.62,77.57,26.34,434.4,26.9,466.69,49
54.16,77.66,26.33,435.37,26.9,467.09,49
54.2,77.61,26.37,436.9,26.9,466.49,57
53.76,77.67,26.35,435.6,26.8,467.09,51
54.01,77.56,26.38,433.54,26.8,465.89,57
53.19,78.4,26.28,434.07,26.8,465.29,57
53.78,73.09,25.33,435.21,26.7,465.69,41
55.04,69.78,24.29,437.83,26.7,466.48,39
55.6,67.86,23.68,439.73,26.7,466.29,43
54.25,68.64,23.5,441.3,26.7,465.89,40
52.97,70.03,23.59,442.87,26.7,466.48,39
53.27,71.25,23.63,443.27,26.7,464.5,35
54.09,71.08,23.6,445.87,26.7,465.69,39
54.35,71.19,23.49,449.77,26.6,465.89,38
54.5,71.68,23.49,447.29,26.6,465.69,41
54.52,72.09,23.49,439.47,26.6,465.49,43
53.33,72.69,23.5,438.17,26.6,466.09,40
54.31,73.06,23.51,440.03,26.5,465.1,36
53.74,73.37,23.52,437.73,26.5,464.3,38
53.64,73.33,23.54,436.13,26.5,464.3,36
53.73,73.17,23.57,434.13,26.5,465.29,39
54.67,73.37,23.55,430.2,26.5,465.29,43
54.4,76.54,23.69,425.47,26.5,465.49,55
54.5,84.3,24.27,428.6,26.4,465.89,69
53.96,83.81,24.88,431.07,26.4,465.89,76
54.57,79.31,25.35,431.69,26.4,464.3,57
53.78,79.38,25.53,432.6,26.4,464.7,49
53.77,82.02,24.95,431.14,26.4,464.1,49
54.39,78.33,24.24,429.57,26.4,466.49,50
54.33,75.93,23.91,423.03,26.4,465.49,53
54.32,74.2,23.78,418.27,26.4,464.3,49
54.03,73.3,23.68,421.13,26.4,462.5,42
54.86,73.36,23.69,418.7,26.3,463.7,42
55.01,73.7,23.68,419.67,26.3,464.3,39
54.66,73.87,23.64,419.73,26.3,466.09,43
55.27,76.94,23.73,419.71,26.3,464.1,47
55.22,80.09,23.96,421.03,26.3,463.1,49
54.72,76.02,23.74,422.03,26.3,464.1,51
54.34,74.81,23.65,419.83,26.3,463.3,60
54.88,74.38,23.59,417.8,26.3,462.7,47
54.7,76.13,23.64,417.67,26.3,463.5,53
55.89,80.98,23.95,422.53,26.1,464.3,52
53.86,76.65,23.68,422.43,26.1,464.3,59
54.33,75.55,23.59,418.1,26.1,463.9,57
54.2,74.96,23.57,417.87,26.1,463.3,45
54.5,75.3,23.58,416.75,26.1,463.3,56
54.07,81.1,23.98,421.53,26.1,462.9,60
54.95,77.27,23.79,418.13,26.1,463.3,58
54.79,75.53,23.6,416.62,26.1,462.7,49
54.8,74.8,23.56,416.67,26.1,463.5,46
54.78,79.58,23.72,415.73,26.1,462.7,52
54.7,79.61,23.83,415.32,26.0,463.9,50
54.48,76.41,23.56,414.33,26.0,463.3,59
55.0,75.75,23.51,414.47,26.0,462.9,56
54.69,75.5,23.49,414.83,26.0,462.9,57
53.73,78.73,23.6,413.39,26.0,463.3,49
54.91,80.0,23.77,413.73,26.0,462.1,55
54.14,76.41,23.54,416.03,25.9,462.7,48
54.43,75.27,23.5,412.66,26.0,462.7,60
56.28,78.24,23.69,412.47,26.0,463.9,54
65.21,78.34,24.39,423.73,26.0,463.9,59
65.75,82.02,24.79,437.93,26.0,462.5,52
66.06,84.53,25.11,442.7,25.95,462.7,61
66.65,85.41,25.45,451.27,25.9,463.7,72
65.33,84.82,26.0,454.77,25.9,461.5,61
65.83,84.39,26.26,456.37,25.9,462.9,69
65.45,84.26,26.47,452.54,25.9,462.1,80
61.71,84.61,26.51,458.6,25.9,463.1,75
62.53,85.67,26.6,462.28,25.9,464.1,69
61.67,85.78,26.68,469.63,25.9,462.9,75
62.98,84.62,26.79,482.27,25.9,462.3,63
60.7,83.75,26.81,497.33,25.9,462.9,62
58.56,82.08,27.04,514.8,25.9,462.1,54
58.92,80.78,27.19,528.67,25.8,463.1,51
58.97,79.56,27.53,546.47,25.9,462.5,48
58.22,78.57,27.8,571.13,25.9,462.5,47
59.07,77.75,27.95,591.21,25.8,462.5,58
59.2,77.71,27.97,602.3,25.8,462.1,52
61.89,77.25,28.19,621.8,25.8,461.3,50
59.44,77.73,28.13,642.29,25.9,462.7,59
59.57,77.37,28.29,657.5,25.8,461.9,52
62.31,76.91,28.45,668.55,25.8,461.9,48
61.48,76.63,28.58,680.14,25.8,462.5,58
59.11,76.36,28.69,689.77,25.8,462.1,60
60.33,76.16,28.77,699.5,25.8,462.3,56
61.21,75.94,28.85,715.4,25.8,462.4,55
58.76,76.23,28.82,725.96,25.87,461.4,55
63.94,76.42,28.83,730.38,25.82,462.75,54
64.8,76.54,28.88,746.3,25.8,462.4,60
66.7,76.67,28.91,765.79,25.8,462.1,50
64.52,76.71,28.98,795.67,25.8,461.7,50
62.34,77.14,28.94,829.0,25.8,462.3,52
61.58,77.76,28.75,841.93,25.8,462.5,56
61.56,78.11,28.73,858.13,25.8,462.7,54
62.8,78.94,28.67,885.53,25.9,462.5,49
62.57,79.33,28.71,917.7,25.9,463.3,45
62.98,79.62,28.75,937.67,26.0,463.3,58
63.34,80.2,28.75,959.04,26.0,464.7,49
58.68,80.43,28.81,990.6,26.1,464.3,55
60.7,80.89,28.72,969.21,26.2,465.69,49
56.95,82.82,28.12,845.83,26.2,467.69,45
54.46,83.64,27.81,756.4,26.5,467.49,64
53.97,84.21,27.59,667.03,26.6,468.69,77
53.71,84.27,27.5,599.43,26.7,469.49,66
53.6,84.4,27.4,552.3,26.9,470.69,70
52.9,84.27,27.41,521.9,27.1,471.49,78
53.16,84.76,27.22,496.03,27.2,474.49,62
55.15,85.44,26.98,474.14,27.4,475.29,60
55.3,85.2,27.01,463.87,27.5,477.09,80
55.32,84.56,27.15,462.47,27.6,477.69,66
55.96,84.36,27.19,460.9,27.7,478.89,73
56.35,84.41,27.16,458.97,27.7,477.89,73
54.37,84.44,27.14,457.4,28.0,479.29,67
54.78,84.23,27.17,456.67,28.2,480.29,70
54.2,83.82,27.25,459.87,28.2,483.09,70
55.82,83.51,27.3,463.83,28.4,483.29,74
54.97,83.41,27.3,464.07,28.7,483.89,52
54.79,83.25,27.31,462.79,29.0,484.69,49
58.17,83.28,27.28,466.56,29.2,485.69,60
56.66,83.18,27.29,466.87,29.5,487.69,45
55.03,83.26,27.26,464.93,29.5,490.28,59
54.24,83.24,27.24,465.87,29.7,487.12,53
53.79,83.12,27.25,466.1,29.6,490.08,50
54.23,83.23,27.21,466.28,29.6,487.69,49
54.32,83.24,27.2,464.39,29.6,487.68,46
54.7,83.2,27.2,468.03,29.6,486.09,45
54.62,83.35,27.15,468.27,30.0,486.49,48
54.56,83.52,27.1,469.79,30.0,487.49,63
56.28,83.47,27.1,471.07,29.9,488.69,59
55.99,83.38,27.11,471.86,30.2,489.08,52
54.91,83.29,27.11,471.35,30.1,488.88,54
55.19,83.27,27.1,469.55,30.1,487.67,52
54.82,83.33,27.07,467.24,30.5,488.69,58
54.42,83.37,27.05,466.03,30.7,491.06,56
54.86,83.3,27.05,465.73,30.6,491.08,59
54.2,83.31,27.04,467.87,30.7,491.08,45
54.21,83.45,27.01,468.63,31.1,494.08,46
53.7,83.46,27.0,468.8,31.0,493.08,59
55.17,83.44,26.98,448.54,30.9,490.08,53
54.25,83.49,26.96,460.03,30.8,492.55,61
53.85,83.54,26.93,467.18,31.1,492.88,66
53.81,83.43,26.95,471.93,31.2,491.48,60
53.59,83.5,26.91,470.27,31.6,495.08,80
53.81,83.6,26.88,471.83,31.8,496.08,64
53.58,83.64,26.85,469.1,31.8,496.48,67
53.87,83.89,26.78,468.9,32.35,495.5,60
54.03,83.78,26.8,469.27,32.1,495.59,68
53.6,83.78,26.79,467.86,31.8,494.68,80
53.47,83.84,26.76,471.19,31.8,494.28,75
54.51,83.79,26.76,471.5,31.7,493.28,72
53.31,83.93,26.73,471.63,31.8,493.98,63
53.06,83.93,26.72,472.86,31.6,491.48,60
53.22,84.04,26.68,473.75,31.4,491.48,72
52.95,84.04,26.68,470.89,31.7,491.68,65
53.08,84.03,26.67,469.43,31.9,493.48,71
53.01,84.11,26.64,467.68,31.7,492.68,71
52.87,83.98,26.66,469.25,32.0,492.78,72
52.91,84.05,26.63,466.5,32.0,490.88,71
52.94,83.85,26.67,465.36,32.15,492.78,82
53.29,83.96,26.63,468.53,32.2,491.3,78
53.02,83.87,26.64,468.43,31.9,491.86,80
52.36,83.82,26.65,468.33,31.4,490.66,73
52.43,83.86,26.63,466.52,31.2,485.89,81
52.39,83.73,26.66,470.63,30.03,477.79,83
52.53,83.75,26.65,470.1,29.7,475.29,74
52.53,83.76,26.64,469.77,29.7,476.29,82
52.01,83.67,26.64,472.4,29.8,478.29,82
52.57,83.66,26.64,471.3,29.8,479.69,78
52.13,83.82,26.59,471.37,30.4,483.49,64
52.21,83.75,26.6,471.14,31.0,487.69,81
52.54,83.8,26.6,470.23,30.8,487.89,65
52.16,83.75,26.6,470.77,30.4,488.21,63
51.87,83.71,26.6,471.41,30.1,487.09,65
51.9,83.7,26.6,470.73,30.6,487.69,64
52.15,83.74,26.59,468.03,31.0,490.15,82
52.28,83.73,26.58,468.0,30.9,490.08,72
51.91,83.87,26.54,473.07,31.1,490.48,76
52.54,83.77,26.57,472.53,31.4,489.48,62
52.25,83.73,26.58,472.47,31.5,489.29,65
52.68,83.86,26.54,473.64,31.4,491.06,78
52.62,83.84,26.54,474.43,31.7,491.28,77
52.32,83.8,26.55,469.1,32.2,494.28,72
52.5,83.84,26.53,472.73,32.5,496.08,75
52.17,83.86,26.52,471.0,30.1,485.7,72
52.26,83.76,26.54,469.6,28.2,475.49,73
52.28,83.82,26.53,469.47,26.5,464.1,83
52.03,83.79,26.53,467.7,26.05,459.3,80
52.34,83.78,26.54,470.07,25.6,457.9,82
51.91,83.88,26.51,467.23,25.7,456.9,63
51.63,83.83,26.5,470.43,25.5,457.1,66
52.34,83.81,26.5,470.93,25.6,457.7,74
52.18,83.8,26.5,468.83,25.6,457.69,75
51.83,83.76,26.5,468.83,25.5,458.5,79
51.74,83.78,26.5,464.04,25.5,458.7,71
51.83,83.81,26.49,466.07,25.7,457.1,65
51.83,83.82,26.48,467.11,26.0,459.09,72
51.91,83.9,26.46,466.67,26.1,459.1,65
51.8,83.79,26.47,464.83,26.1,459.51,73
51.69,83.72,26.49,464.17,26.2,460.1,62
51.71,83.7,26.48,464.87,26.1,460.3,60
51.69,83.72,26.47,467.04,26.0,459.3,77
51.69,83.68,26.48,469.37,25.95,460.5,68
51.64,83.7,26.47,469.57,26.1,459.5,80
51.67,83.68,26.46,470.0,25.5,463.3,80
51.63,83.74,26.44,467.7,24.9,459.1,67
51.55,83.7,26.45,469.4,24.8,458.1,69
51.84,83.73,26.44,465.13,24.4,455.1,76
51.65,83.65,26.46,465.87,24.3,454.32,67
51.5,83.73,26.42,466.2,24.4,455.3,79
51.51,83.74,26.42,466.7,24.3,455.6,80
51.26,83.67,26.44,468.3,24.3,455.5,79
51.67,83.68,26.43,468.17,24.25,455.5,62
51.49,83.68,26.43,469.37,24.2,455.3,77
51.61,83.66,26.43,469.0,24.3,454.9,73
51.53,83.62,26.44,469.93,24.3,455.1,76
51.61,83.64,26.44,469.93,24.2,454.3,71
51.63,83.71,26.42,466.92,24.4,454.5,66
51.9,83.66,26.43,467.23,24.7,455.1,69
51.47,83.62,26.44,466.97,24.7,455.9,73
51.48,83.67,26.42,467.7,24.7,456.29,65
51.32,83.53,26.45,470.43,24.7,455.1,80
51.55,83.59,26.43,470.63,24.9,460.09,80
51.65,83.64,26.41,467.4,24.9,460.5,69
51.62,83.73,26.39,466.53,24.6,459.3,63
51.59,83.67,26.4,463.79,24.3,458.67,80
51.6,83.66,26.4,462.43,24.3,457.12,68
51.51,83.61,26.41,461.37,24.3,456.28,67
51.59,83.67,26.39,459.13,24.3,455.52,60
51.61,83.64,26.38,461.53,24.3,455.7,67
51.64,83.6,26.39,464.07,24.3,455.69,69
51.66,83.63,26.38,465.0,24.0,454.1,65
51.63,83.62,26.37,464.55,24.0,438.57,66
51.6,83.65,26.37,463.73,24.1,455.47,68
51.66,83.6,26.38,460.5,24.2,454.3,66
51.64,83.57,26.38,461.73,24.2,453.9,74
51.69,83.58,26.37,463.24,24.4,454.3,76
51.67,83.57,26.37,461.9,24.4,454.69,79
51.79,83.61,26.36,461.03,24.4,454.7,62
51.62,83.64,26.36,460.77,24.4,454.59,70
51.74,83.63,26.36,462.33,24.6,454.71,76
51.71,83.65,26.35,465.97,24.6,455.3,61
51.38,83.64,26.34,468.79,24.6,455.1,60
51.6,83.63,26.33,464.4,24.7,455.1,71
51.56,83.63,26.33,461.8,24.7,455.09,64
51.87,83.6,26.34,461.97,24.7,455.3,76
51.72,83.55,26.35,462.55,24.7,456.28,80
51.68,83.61,26.34,457.93,24.7,455.5,60
51.67,83.57,26.33,457.97,24.7,456.49,68
51.72,83.53,26.34,456.7,24.7,453.14,61
51.65,83.45,26.36,459.27,24.7,455.3,56
51.72,83.47,26.36,457.6,24.7,455.46,49
51.3,83.55,26.32,458.68,24.7,455.49,80
51.78,83.51,26.34,457.27,24.7,452.73,74
51.65,83.49,26.34,452.13,24.7,456.88,79
51.83,83.48,26.35,452.87,24.7,455.5,57
51.59,83.5,26.34,456.72,24.7,455.29,63
51.71,83.48,26.34,457.07,24.7,455.71,47
51.78,83.46,26.33,460.63,24.7,455.5,50
51.62,83.53,26.33,459.43,24.9,455.5,80
51.63,83.46,26.33,458.83,24.9,455.5,56
51.87,83.54,26.32,458.97,25.0,456.09,77
51.65,83.38,26.35,458.96,24.9,455.9,55
52.29,83.46,26.33,461.73,25.0,455.32,47
51.92,83.53,26.32,457.03,24.9,456.3,74
51.93,83.54,26.31,456.1,24.95,455.71,71
51.91,83.45,26.33,454.46,24.9,455.12,53
51.93,83.55,26.32,454.28,25.0,456.1,65
51.85,83.55,26.32,458.53,25.0,455.5,70
52.16,83.58,26.31,461.6,25.0,455.92,79
51.98,83.53,26.32,460.7,25.0,456.3,63
52.08,83.54,26.32,457.37,25.0,455.32,64
52.23,83.52,26.32,455.19,25.0,455.6,76
53.22,83.59,26.3,458.36,25.02,456.3,60
52.41,83.54,26.32,460.33,25.09,457.7,71
52.15,83.55,26.31,458.77,25.1,456.85,76
52.25,83.51,26.32,457.93,25.0,455.91,78
52.16,83.53,26.3,461.48,25.0,455.51,68
52.24,83.5,26.32,464.1,25.0,455.3,74
52.63,83.53,26.31,458.77,25.0,454.98,61
52.45,83.41,26.34,457.03,24.9,455.1,47
52.34,83.49,26.32,458.8,24.9,455.1,68
53.1,83.57,26.3,459.0,24.9,455.5,63
52.63,83.51,26.31,461.68,24.9,454.13,73
52.66,83.52,26.31,462.4,24.9,454.89,67
52.4,83.59,26.3,458.6,25.0,454.31,61
52.38,83.57,26.29,458.33,25.0,456.07,66
53.1,83.52,26.31,458.57,25.0,454.51,65
53.18,83.57,26.3,455.9,25.0,454.91,75
53.17,83.52,26.31,456.5,25.0,454.51,78
53.49,83.46,26.33,457.3,25.0,454.71,60
53.88,83.48,26.32,455.87,25.0,454.11,45
54.15,83.52,26.31,455.5,25.1,454.7,80
54.6,83.51,26.31,456.93,25.0,453.93,76
55.78,83.49,26.32,455.4,25.0,456.29,65
54.57,83.49,26.32,458.03,25.1,454.7,72
53.75,80.98,26.72,440.1,25.8,464.9,54
53.54,82.84,26.44,446.6,25.8,464.7,48
53.94,83.24,26.36,452.77,25.8,464.5,53
53.79,81.93,26.22,456.8,25.8,465.17,51
53.73,83.08,26.06,460.0,25.8,464.89,45
53.33,84.59,26.02,462.0,25.6,464.88,70
54.5,85.37,26.03,461.1,25.6,463.7,66
55.86,85.54,26.06,460.36,25.6,465.08,66
53.92,85.22,26.12,456.4,25.6,463.91,63
53.47,84.92,26.18,452.33,25.55,464.29,80
53.69,84.17,26.26,451.0,25.5,465.09,72
54.54,83.54,26.15,447.77,25.4,464.0,72
54.53,85.05,26.1,446.53,25.3,464.29,71
54.44,85.46,26.13,442.87,25.4,463.19,78
54.08,85.3,26.2,440.97,25.3,464.26,61
53.94,85.06,26.25,440.87,25.3,463.3,73
54.17,83.89,26.16,440.27,25.3,463.1,76
53.91,85.2,26.05,440.93,25.3,463.69,71
54.18,86.03,26.06,443.53,25.3,462.88,65
53.13,86.07,26.11,443.27,25.3,463.3,70
54.35,85.83,26.15,441.47,25.3,464.07,61
52.95,84.54,26.04,438.03,25.3,463.3,73
53.52,86.09,25.96,441.1,25.3,464.47,80
54.1,86.77,25.99,443.67,25.3,462.9,68
53.18,86.58,26.05,444.77,25.3,463.1,71
53.28,86.09,26.1,441.3,25.3,463.29,73
53.6,80.14,25.93,438.47,25.3,463.1,55
54.15,74.73,25.49,436.26,25.3,463.68,58
54.87,72.19,25.09,430.6,25.3,462.9,36
55.17,72.17,24.9,425.63,25.3,462.5,43
54.28,72.48,24.79,426.7,25.3,462.91,37
53.86,72.63,24.76,428.23,25.3,462.73,35
53.41,72.7,24.71,424.43,25.4,463.1,36
54.53,74.87,24.69,428.83,25.4,463.3,49
54.29,77.88,24.94,430.97,25.3,463.31,58
52.99,74.14,24.93,428.7,25.4,464.09,46
53.75,74.13,24.78,427.67,25.4,463.5,45
53.91,77.88,24.85,423.46,25.4,463.7,52
55.22,79.42,25.09,425.97,25.3,463.69,52
53.98,75.68,24.98,426.5,25.3,463.52,48
53.72,74.95,24.87,428.13,25.3,464.88,52
53.07,78.07,24.96,429.83,25.3,463.08,46
53.48,79.14,25.28,430.33,25.3,462.53,56
54.21,75.39,25.17,423.3,25.3,463.09,50
54.16,74.88,24.96,417.9,25.3,463.5,47
53.88,76.01,24.91,419.03,25.3,462.89,46
54.03,80.27,25.16,424.23,25.3,462.7,55
54.12,76.94,25.24,422.07,25.3,463.1,52
55.07,75.93,24.97,419.26,25.3,462.9,46
54.49,79.98,25.07,418.13,25.3,463.48,55
53.91,78.19,25.19,420.27,25.3,463.49,50
53.96,75.99,24.98,422.17,25.3,464.09,53
54.02,75.93,24.92,421.07,25.3,463.89,51
53.55,79.99,25.13,421.5,25.3,463.88,46
53.08,78.58,25.29,420.37,25.3,463.3,60
53.66,75.4,25.07,419.6,25.3,463.09,57
54.27,77.27,24.98,418.3,25.1,463.49,49
53.44,80.48,25.25,420.57,25.2,463.49,55
